selected_method,promoted_for_dashboard_probability,selection_reason,selection_rule,test_brier_score,test_ece_equal_frequency,test_pr_auc,test_f1,top20_incident_recall,uncalibrated_brier_score,uncalibrated_ece_equal_frequency,uncalibrated_pr_auc,uncalibrated_top20_incident_recall
sigmoid,True,Sigmoid was selected because it improved calibration and satisfied the ranking guardrail.,Improve Brier score and equal-frequency ECE on test while keeping PR-AUC within 0.001 and top-20 incident recall within 0.001 of the uncalibrated score; prefer sigmoid unless isotonic gives at least 10 percentage points more relative ECE improvement.,0.022673629224300385,0.001323534960950396,0.09919960470579993,0.1644644583126149,0.0903398150878593,0.21270602941513062,0.3517820458804672,0.09919960470652082,0.0903398150878593
