selected_candidate_id,max_depth,learning_rate,n_estimators,min_child_weight,selection_rule,selected_validation_pr_auc,selected_validation_f1,selected_validation_top20_incident_recall,default_test_pr_auc,tuned_test_pr_auc,test_pr_auc_change,default_test_f1,tuned_test_f1,test_f1_change,default_top20_incident_recall,tuned_top20_incident_recall,top20_incident_recall_change,promoted_to_current_final_candidate
xgb_tune_12,5,0.1,240,10,"highest validation PR-AUC; tie within 0.001 by validation top-20 incident recall, then validation F1",0.09766329458534391,0.16510311761099922,0.09766400693215872,0.09919960470652082,0.09762918500901555,-0.0015704196975052792,0.1644644583126149,0.16204418683677613,-0.002420271475838759,0.0903398150878593,0.0895332095960034,-0.0008066054918558913,False
